ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
193982,Web of Passion,1959,Jean-Paul Belmondo,Italy,Claude Chabrol,Raymond Hakim,Netflix,Jacques Gaillard,Claude Chabrol,Paul Misraki
194,Smoke,1995,William Hurt,United States of America,Paul Auster,Harvey Weinstein,Netflix,Christopher Tellefsen,Paul Auster,Rachel Portman
1940,Gentleman's Agreement,1947,John Newland,United States of America,Elia Kazan,Darryl F. Zanuck,20th Century Studios,Fred Sersen,Moss Hart,Alfred Newman
194004,Halloween,2018,Judy Greer,United States of America,David Gordon Green,Jason Blum,Netflix,Tim Alverson,David Gordon Green,John Carpenter
1941,Hamlet,1948,Laurence Olivier,United Kingdom,Laurence Olivier,Laurence Olivier,iTunes,Helga Keller,Laurence Olivier,William Walton
194196,Song of Russia,1944,Joan Lorring,United States of America,Gregory Ratoff,Pandro S. Berman,Metro-Goldwyn-Mayer,George Hively,Leo Mittler,Herbert Stothart
1942,All the King's Men,1949,Joanne Dru,United States of America,Robert Rossen,Robert Rossen,Columbia Pictures,Al Clark,Robert Rossen,Louis Gruenberg
194200,Hell Fest,2018,Tony Todd,United States of America,Gregory Plotkin,Gale Anne Hurd,Lionsgate,David Egan,Blair Butler,Bear McCreary
194218,Vicky the Viking,2009,"Michael ""Bully"" Herbig",Germany,"Michael ""Bully"" Herbig",Christian Becker,Netflix,Alexander Dittner,"Michael ""Bully"" Herbig",Ralf Wengenmayr
194220,Vicky and the Treasure of the Gods,2011,Günther Kaufmann,Germany,Christian Ditter,Christian Becker,Netflix,Ueli Christen,Christian Ditter,Ralf Wengenmayr
194222,Der Wixxer,2004,Eva Ebner,Germany,Tobias Baumann,Christian Becker,Netflix,Ueli Christen,Oliver Kalkofe,Andreas Grimm
1943,The Greatest Show on Earth,1952,Gloria Grahame,United States of America,Cecil B. DeMille,Cecil B. DeMille,Paramount Pictures,Anne Bauchens,Fredric M. Frank,Victor Young
194312,Private Life,2018,Paul Giamatti,United States of America,Tamara Jenkins,Tamara Jenkins,Netflix,Brian A. Kates,Tamara Jenkins,James Newton Howard
194348,Can You Ever Forgive Me?,2018,Julie Ann Emery,United States of America,Marielle Heller,Anne Carey,Searchlight Pictures,Anne McCabe,Nicole Holofcener,Nate Heller
194388,Gamera: Guardian of the Universe,1995,Tsuyoshi Ihara,Japan,Shūsuke Kaneko,Yasuyoshi Tokuma,Netflix,Shizuo Arakawa,Kazunori Itō,Kow Otani
194396,Overlord,2018,John Magaro,United States of America,Julius Avery,J. J. Abrams,Paramount Pictures,Matt Evans,Mark L. Smith,Jed Kurzel
1944,From Here to Eternity,1953,Robert J. Wilke,United States of America,Fred Zinnemann,Buddy Adler,Columbia Pictures,William Lyon,Daniel Taradash,George Duning
194400,Widows,2018,Liam Neeson,United States of America,Steve McQueen,Arnon Milchan,20th Century Studios,Joe Walker,Gillian Flynn,Hans Zimmer
194448,Green Book,2018,Mahershala Ali,United States of America,Peter Farrelly,Nick Vallelonga,Netflix,Patrick J. Don Vito,Nick Vallelonga,Kris Bowers
194450,Her Smell,2018,Dan Stevens,United States of America,Alex Ross Perry,Elisabeth Moss,Gunpowder & Sky,Robert Greene,Alex Ross Perry,Keegan DeWitt
1945,On the Waterfront,1954,Marlon Brando,United States of America,Elia Kazan,Sam Spiegel,Columbia Pictures,Gene Milford,Budd Schulberg,Leonard Bernstein
194514,Barefoot,2017,Zdeněk Svěrák,Czech Republic,Jan Svěrák,Jan Svěrák,Bioscop,Alois Fišárek,Zdeněk Svěrák,Michal Novinski
194532,He's Out There,2018,Abigail Pniowsky,United States of America,Quinn Lasher,Bryan Bertino,Netflix,Rick Shaine,Mike Scannell,Nathan Whitehead
194588,The Last Supper,1976,Nelson Villagra,Cuba,Tomás Gutiérrez Alea,Instituto Cubano del Arte y la Industria Cinematográficos,Netflix,Nelson Rodríguez Zurbarán,Tomás Gutiérrez Alea,Leo Brouwer
194626,Salt on Our Skin,1992,Claudine Auger,Canada,Andrew Birkin,Bernd Eichinger,Netflix,Dagmar Hirtz,Andrew Birkin,Klaus Doldinger
194628,Der Junge muss an die frische Luft,2018,Diana Amft,Germany,Caroline Link,Hermann Florin,Netflix,Simon Gstöttmayr,Ruth Toma,Niki Reiser
194636,I Still See You,2018,Sarah Thompson,United States of America,Scott Speer,Paul Brooks,Lionsgate,Paul Covington,Jason Fuchs,Bear McCreary
1947,West Side Story,1961,Natalie Wood,United States of America,Robert Wise,Robert Wise,Netflix,Thomas Stanford,Ernest Lehman,Leonard Bernstein
194793,The Barbarian and the Geisha,1958,John Wayne,United States of America,John Huston,Eugene Frenke,20th Century Studios,Stuart Gilmore,James Edward Grant,Hugo Friedhofer
1948,Tom Jones,1963,Edith Evans,United Kingdom,Tony Richardson,Tony Richardson,Netflix,Antony Gibbs,John Osborne,John Addison
194837,Batti Gul Meter Chalu,2018,Shahid Kapoor,India,Shree Narayan Singh,Bhushan Kumar,T-Series,Shree Narayan Singh,Vipul K Rawal,Anu Malik
1949,A Man for All Seasons,1966,Robert Shaw,United Kingdom,Fred Zinnemann,Fred Zinnemann,Columbia Pictures,Ralph Kemplen,Robert Bolt,Georges Delerue
194911,This Crazy Heart,2017,Elyas M'Barek,Germany,Marc Rothemund,Martin Moszkowicz,Netflix,Simon Gstöttmayr,Andi Rogenhagen,Johnny Klimek
194951,Bird Box,2018,Sandra Bullock,United States of America,Susanne Bier,Chris Morgan,Netflix,Ben Lester,Eric Heisserer,Trent Reznor
194959,Destroyer,2018,Nicole Kidman,United States of America,Karyn Kusama,Matt Manfredi,Annapurna Pictures,Plummy Tucker,Matt Manfredi,Theodore Shapiro
194979,Gamera 2: Attack of Legion,1996,Yukijirō Hotaru,Japan,Shūsuke Kaneko,Yasuyoshi Tokuma,Netflix,Shizuo Arakawa,Kazunori Itō,Kow Otani
1950,In the Heat of the Night,1967,Sidney Poitier,United States of America,Norman Jewison,Walter Mirisch,Netflix,Hal Ashby,Stirling Silliphant,Quincy Jones
1951,Oliver!,1968,Hugh Griffith,United Kingdom,Carol Reed,John and James Woolf,Columbia Pictures,Ralph Kemplen,Lionel Bart,Lionel Bart
195161,Mary Poppins Returns,2018,Meryl Streep,United Kingdom,Rob Marshall,Rob Marshall,Walt Disney Studios Motion Pictures,Wyatt Smith,David Magee,Marc Shaiman
195163,Bumblebee,2018,Grey Griffin,United States of America,Travis Knight,Michael Bay,Paramount Pictures,Paul Rubell,Christina Hodson,Dario Marianelli
195165,Holmes & Watson,2018,Will Ferrell,United States of America,Etan Cohen,Will Ferrell,Columbia Pictures,Dean Zimmerman,Etan Cohen,Christophe Beck
1952,Midnight Cowboy,1969,Dustin Hoffman,United States of America,John Schlesinger,Jerome Hellman,United Artists Corporation,Hugh A. Robertson,James Leo Herlihy,John Barry
195201,Sad Hill Unearthed,2018,Ennio Morricone,Spain,Guillermo de Oliveira,Guillermo de Oliveira,Netflix,Guillermo de Oliveira,Guillermo de Oliveira,Zeltia Montes
1953,The French Connection,1971,Fernando Rey,United States of America,William Friedkin,Philip D'Antoni,20th Century Studios,Gerald B. Greenberg,Howard Hawks,Don Ellis
195383,The Saint in Palm Springs,1941,Wendy Barrie,United States of America,Jack Hively,Howard Benedict,RKO Pictures,George Hively,Jerome Cady,Roy Webb
1954,Rocky,1976,Sylvester Stallone,United States of America,John G. Avildsen,Robert Chartoff,Netflix,Scott Conrad,Sylvester Stallone,Bill Conti
195497,Vice,2018,Steve Carell,United States of America,Adam McKay,Will Ferrell,Netflix,Hank Corwin,Adam McKay,Nicholas Britell
1955,Kramer vs. Kramer,1979,Meryl Streep,United States of America,Robert Benton,Stanley R. Jaffe,Columbia Pictures,Gerald B. Greenberg,Robert Benton,Antonio Vivaldi
195511,Distant Lights,2003,August Diehl,Germany,Hans-Christian Schmid,Jakob Claussen,Universal Music Group,Bernd Schlegel,Hans-Christian Schmid,The Notwist
195533,Ophelia,2018,Tom Felton,United Kingdom,Claire McCarthy,Ehren Kruger,IFC Films,Luke Dunkley,Semi Chellas,Steven Price
195561,The Hummingbird Project,2018,Alexander Skarsgård,Belgium,Kim Nguyen,Pierre Even,Elevation Pictures,Arthur Tarnowski,Kim Nguyen,Yves Gourmeur
1956,Ordinary People,1980,Mary Tyler Moore,United States of America,Robert Redford,Ronald L. Schwary,Paramount Pictures,Jeff Kanew,Alvin Sargent,Marvin Hamlisch
1957,Chariots of Fire,1981,Kenneth Branagh,United Kingdom,Hugh Hudson,Dodi Fayed,MOKÉP,Terry Rawlings,Colin Welland,Vangelis
195777,Mortal Engines,2018,Hugo Weaving,New Zealand,Christian Rivers,Deborah Forte,Universal Pictures,Jonno Woodford-Robinson,Philippa Boyens,Junkie XL
1958,Terms of Endearment,1983,Danny DeVito,United States of America,James L. Brooks,James L. Brooks,Paramount Pictures,Richard Marks,James L. Brooks,Michael Gore
195823,The Christmas Chronicles,2018,Kurt Russell,United States of America,Clay Kaytis,Chris Columbus,Netflix,Dan Zimmerman,Matt Lieberman,Christophe Beck
1959,Out of Africa,1985,Meryl Streep,United States of America,Sydney Pollack,Sydney Pollack,Universal Pictures,Fredric Steinkamp,Kurt Luedtke,John Barry
195921,The Mule,2018,Clint Eastwood,United States of America,Clint Eastwood,Clint Eastwood,Warner Bros.,Joel Cox,Nick Schenk,Arturo Sandoval
196,Species,1995,Ben Kingsley,United States of America,Roger Donaldson,Frank Mancuso,Netflix,Conrad Buff IV,Dennis Feldman,Christopher Young
1960,The Last Emperor,1987,Peter O'Toole,Italy,Bernardo Bertolucci,Jeremy Thomas,Columbia Pictures,Gabriella Cristiani,Bernardo Bertolucci,Ryuichi Sakamoto
1961,Rain Man,1988,Tom Cruise,United States of America,Barry Levinson,Mark Johnson,Metro-Goldwyn-Mayer,Stu Linder,Ronald Bass,Hans Zimmer
196183,None Shall Escape,1944,Kurt Kreuger,United States of America,André de Toth,Samuel Bischoff,Columbia Pictures,Charles Nelson,Lester Cole,Ernst Toch
1962,Driving Miss Daisy,1989,Morgan Freeman,United States of America,Bruce Beresford,Richard D. Zanuck,Warner Bros.,Mark Warner,Alfred Uhry,Hans Zimmer
196223,Hellboy,2019,Milla Jovovich,United States of America,Neil Marshall,Lawrence Gordon,Lionsgate Films,Mark Sanger,Mike Mignola,Benjamin Wallfisch
1964,Klute,1971,Jane Fonda,United States of America,Alan J. Pakula,Alan J. Pakula,Warner Bros.,Carl Lerner,Andy Lewis,Michael Small
196427,The Party's Just Beginning,2018,Karen Gillan,United Kingdom,Karen Gillan,Mali Elfman,The Orchard,Brett W. Bachman,Karen Gillan,Pepijn Caudron
196429,The Betrothed,1941,Nino Vingelli,Italy,Mario Camerini,Valentino Brosio,Lux Film,Mario Serandrei,Mario Camerini,Ildebrando Pizzetti
196479,Wildwitch,2018,Sonja Richter,Hungary,Kaspar Munk,Anni Faurbye Fernandez,Nordisk Film,Lars Therkelsen,Bo Hr. Hansen,Flemming Nordkrog
1966,Metropolitan,1990,Taylor Nichols,United States of America,Whit Stillman,Whit Stillman,New Line Cinema,Christopher Tellefsen,Whit Stillman,Tom Judson
1967,Labyrinth,1986,Warwick Davis,United States of America,Jim Henson,George Lucas,Netflix,John Grover,Jim Henson,Trevor Jones
196761,Highway,2002,Frances Sternhagen,United States of America,James Cox,Michael De Luca,New Line Cinema,Craig Wood,Scott Rosenberg,Rich Robinson
1968,The Breakfast Club,1985,Molly Ringwald,United States of America,John Hughes,John Hughes,Universal Pictures,Dede Allen,John Hughes,Keith Forsey
196841,Monte Walsh,1970,Jeanne Moreau,United States of America,William A. Fraker,Bobby Roberts,National General Pictures,Gene Fowler Jr.,David Zelag Goodman,John Barry
196867,Guys and Balls,2004,Rolf Zacher,Germany,Sherry Hormann,Andreas Schneppe,Netflix,Eva Schnare,Benedikt Gollhardt,Martin Todsharow
196887,What Men Want,2019,Tracy Morgan,United States of America,Adam Shankman,William Packer,Paramount Pictures,Emma E. Hickox,Tina Gordon Chism,Brian Tyler
196891,The Lego Movie 2: The Second Part,2019,Alison Brie,Canada,Mike Mitchell,Chris Miller,Warner Bros.,Clare Knight,Phil Lord,Mark Mothersbaugh
196893,Cold Pursuit,2019,Michael Eklund,United States of America,Hans Petter Moland,Stein B. Kvae,Summit Entertainment,Nicolaj Monberg,Frank Baldwin,George Fenton
197025,The Skull,1965,Peter Cushing,United States of America,Freddie Francis,Max Rosenberg,Amicus Productions,Oswald Hafenrichter,Milton Subotsky,Elisabeth Lutyens
197029,Freak Show,2018,Bette Midler,United States of America,Trudie Styler,Drew Barrymore,Hulu,Sarah Flack,James St. James,Dan Romer
197129,Kaala,2018,Rajinikanth,India,Pa. Ranjith,Dhanush,Mandel Cinemas,A. Sreekar Prasad,Pa. Ranjith,Santhosh Narayanan
197139,Love in Thoughts,2004,August Diehl,Germany,Achim von Borries,Manuela Stehr,Warner Bros. Home Entertainment,Antje Zynga,Achim von Borries,Ingo Ludwig Frenzel
197175,Alita: Battle Angel,2019,Edward Norton,United States of America,Robert Rodriguez,Jon Landau,Netflix,Stephen E. Rivkin,Robert Rodriguez,Junkie XL
197179,Chaos Walking,2019,Mads Mikkelsen,United States of America,Doug Liman,Robert Zemeckis,Lionsgate,Andrew Mondshein,Charlie Kaufman,Marco Beltrami
197197,The Report,2019,Corey Stoll,United States of America,Scott Z. Burns,Steven Soderbergh,Amazon Studios,Greg O'Bryant,Scott Z. Burns,David Wingo
197199,Isn't It Romantic,2019,Priyanka Chopra,United States of America,Todd Strauss-Schulson,Todd Garner,Warner Bros.,Andrew Marcus,Erin Cardillo,Theodore Shapiro
197201,Fighting with My Family,2019,Stephen Merchant,United States of America,Stephen Merchant,Stephen Merchant,Metro-Goldwyn-Mayer,Nancy Richardson,Stephen Merchant,Vik Sharma
197303,Gamera 3: Revenge of Iris,1999,Yukijirō Hotaru,Japan,Shūsuke Kaneko,Naoki Satō,Netflix,Isao Tomita,Shūsuke Kaneko,Kow Otani
197343,Escape Room,2019,Logan Miller,United States of America,Adam Robitel,Neal H. Moritz,InterCom,Steve Mirkovich,Bragi F. Schut,Brian Tyler
197387,Tower of London,1939,Boris Karloff,United States of America,Rowland V. Lee,Rowland V. Lee,Lux Film,Edward Curtiss,Robert N. Lee,Ralph Freed
197411,All Is True,2018,Judi Dench,United Kingdom,Kenneth Branagh,Kenneth Branagh,Sony Pictures Classics,Úna Ní Dhonghaíle,Ben Elton,Patrick Doyle
197419,The Vanishing,2018,Peter Mullan,United Kingdom,Kristoffer Nyholm,Gerard Butler,Lionsgate,Morten Højbjerg,Joe Bone,Benjamin Wallfisch
197439,The Great St. Louis Bank Robbery,1959,David Clarke,United States of America,Charles Guggenheim,Charles Guggenheim,United Artists Corporation,Warren Adams,Richard T. Heffron,Bernardo Segall
197471,Journey Back to Oz,1974,Liza Minnelli,United States of America,Hal Sutherland,Lou Scheimer,Filmation,Joseph Simon,Fred Ladd,Walter Scharf
197529,The Upside,2019,Julianna Margulies,United States of America,Neil Burger,Steve Tisch,STX Entertainment,Naomi Geraghty,Olivier Nakache,Rob Simonsen
197537,Velvet Buzzsaw,2019,Jake Gyllenhaal,United States of America,Dan Gilroy,Jennifer Fox,Netflix,John Gilroy,Dan Gilroy,Marco Beltrami
197575,Thugs of Hindostan,2018,Katrina Kaif,India,Vijay Krishna Acharya,Aditya Chopra,Yash Raj Films,Namrata Rao,Vijay Krishna Acharya,Ajay-Atul
197591,A Dog's Way Home,2019,Patrick Gallagher,United States of America,Charles Martin Smith,Gavin Polone,Sony Pictures,Debra Neil-Fisher,Cathryn Michon,Mychael Danna
1976,Friday the 13th Part III,1982,Betsy Palmer,United States of America,Steve Miner,Frank Mancuso,Paramount Pictures,George Hively,Martin Kitrosser,Harry Manfredini
197649,Hanover Street,1979,Lesley-Anne Down,United States of America,Peter Hyams,Paul Lazarus III,Columbia Pictures,James Mitchel,Peter Hyams,John Barry
197669,Another Fine Mess,1930,Thelma Todd,United States of America,James Parrott,Hal Roach,Metro-Goldwyn-Mayer,Richard C. Currier,H. M. Walker,Leroy Shield
1977,Friday the 13th: The Final Chapter,1984,Crispin Glover,United States of America,Joseph Zito,Frank Mancuso,Paramount Pictures,Joel Goodman,Barney Cohen,Harry Manfredini
197709,The Hole in the Ground,2019,Seána Kerslake,Republic of Ireland,Lee Cronin,Conor Barry,ADS Service,Colin Campbell,Lee Cronin,Stephen McKeon
197719,Taramani,2017,Andrea Jeremiah,India,Ram,Ram,JSK Film Corporation,A. Sreekar Prasad,Ram,Yuvan Shankar Raja
197731,Sila Samayangalil,2016,Prakash Raj,India,Priyadarshan,Ishari K Ganesh,Netflix,Beena Paul,Priyadarshan,Ilaiyaraaja
197875,"Extremely Wicked, Shockingly Evil and Vile",2019,Jim Parsons,United States of America,Joe Berlinger,Jason Barrett,Netflix,Josh Schaeffer,Michael Werwie,Marco Beltrami
197881,Brittany Runs a Marathon,2019,Michaela Watkins,United States of America,Paul Downs Colaizzo,Tobey Maguire,Amazon Studios,Casey Brooks,Paul Downs Colaizzo,Duncan Thum
197883,The Farewell,2019,Tzi Ma,United States of America,Lulu Wang,Chris Weitz,A24,Michael Taylor,Lulu Wang,Alex Weston
197887,Towed in a Hole,1932,Stan Laurel,United States of America,George Marshall,Hal Roach,Metro-Goldwyn-Mayer,Richard C. Currier,Stan Laurel,Leroy Shield
1979,Friday the 13th Part VI: Jason Lives,1986,Tony Goldwyn,United States of America,Tom McLoughlin,Don Behrns,Paramount Pictures,Bruce Green,Tom McLoughlin,Harry Manfredini
197907,Busy Bodies,1933,Oliver Hardy,United States of America,Lloyd French,Hal Roach,Metro-Goldwyn-Mayer,Bert Jordan,Stan Laurel,Marvin Hatley
198,Strange Days,1995,Ralph Fiennes,United States of America,Kathryn Bigelow,James Cameron,UIP-Dunafilm,James Cameron,James Cameron,Graeme Revell
1980,Friday the 13th Part VII: The New Blood,1988,Terry Kiser,United States of America,John Carl Buechler,Frank Mancuso,Paramount Pictures,Maureen O'Connell,Manuel Fidello,Harry Manfredini
198013,Behold Homolka,1969,Marie Motlová,Czechoslovakia,Jaroslav Papoušek,Rudolf Hájek,Ústřední půjčovna filmů,Jiřina Lukešová,Jaroslav Papoušek,Karel Mareš
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Kane Hodder,United States of America,Rob Hedden,Randy Cheveldave,Netflix,Steve Mirkovich,Rob Hedden,Fred Mollin
198101,The Purtity of Vengeance,2018,Nikolaj Lie Kaas,Denmark,Christoffer Boe,Louise Vesth,Vertigo Média,Janus Billeskov Jansen,Bo Hr. Hansen,Anthony Lledo
198129,The Kid Who Would Be King,2019,Patrick Stewart,United Kingdom,Joe Cornish,Eric Fellner,20th Century Studios,Jonathan Amos,Joe Cornish,Christophe Beck
198147,Five Feet Apart,2019,Claire Forlani,United States of America,Justin Baldoni,Justin Baldoni,Lionsgate,Marvin Matyka,Tobias Iaconis,Brian Tyler
198153,The Beach Bum,2019,Martin Lawrence,United States of America,Harmony Korine,Steve Golin,Big Bang Media,Douglas Crise,Harmony Korine,Christophe Beck
198181,Guide,1965,Leela Chitnis,India,Vijay Anand,Dev Anand,Netflix,Vijay Anand,R. K. Narayan,Sachin Dev Burman
1982,Halloween,1978,Jamie Lee Curtis,United States of America,John Carpenter,Debra Hill,Netflix,Tommy Lee Wallace,John Carpenter,John Carpenter
198245,Yellow Faced Tiger,1974,Jackie Chan,United States of America,Lo Wei,Leonard Ho,Orange Sky Golden Harvest,Frederick Cuming,Lo Wei,Joseph Koo
198259,Bon Voyage!,1962,Ivan Desny,United States of America,James Neilson,Walt Disney,Netflix,Cotton Warburton,Bill Walsh,Paul Smith
198275,Universe,1960,Donald Alexander MacRae,Canada,Colin Low,Tom Daly,National Film Board of Canada,Tom Daly,Roman Kroitor,Eldon Rathburn
1983,Halloween II,1981,Jamie Lee Curtis,United States of America,John Carpenter,John Carpenter,Universal Pictures,Mark Goldblatt,John Carpenter,John Carpenter
198453,The Second Awakening of Christa Klages,1978,Katharina Thalbach,Germany,Margarethe von Trotta,Gunther Witte,Netflix,Annette Dorn,Margarethe von Trotta,Klaus Doldinger
198469,The Little Witch,2018,Axel Prahl,Switzerland,Michael Schaerer,Jakob Claussen,Netflix,Wolfgang Weigl,Matthias Pacht,Diego Baldenweg
198483,Amnesia,2015,Max Riemelt,France,Barbet Schroeder,Margaret Ménégoz,Netflix,Nelly Quettier,Barbet Schroeder,Luciano
198637,Shaandaar,2015,Niki Aneja Walia,India,Vikas Bahl,Anurag Kashyap,Netflix,Anurag Kashyap,Anvita Dutt,Amit Trivedi
198741,The Tree of Blood,2018,Ángela Molina,Spain,Julio Médem,Ibón Cormenzana,Netflix,Elena Ruiz Guitart,Julio Médem,Lucas Vidal
198793,Le Fils à Jo,2011,Darren Tulett,France,Philippe Guillard,Cyril Colbeau-Justin,Gaumont Film Company,Elodie Codaccioni,Philippe Guillard,Alexis Rault
199,The Umbrellas of Cherbourg,1964,Catherine Deneuve,France,Jacques Demy,Mag Bodard,20th Century Studios,Anne-Marie Cotret,Jacques Demy,Michel Legrand
199073,Captive State,2019,Vera Farmiga,United States of America,Rupert Wyatt,Rupert Wyatt,InterCom,Andrew Groves,Rupert Wyatt,Rob Simonsen
199075,Gloria Bell,2019,Holland Taylor,United States of America,Sebastián Lelio,Pablo Larraín,A24,Soledad Salfate,Sebastián Lelio,Matthew Herbert
1992,Child's Play 2,1990,Brad Dourif,United States of America,John Lafia,Robert Latham Brown,Universal Pictures,Edward Warschilka,Don Mancini,Graeme Revell
199233,The Money Trap,1965,Joseph Cotten,United States of America,Burt Kennedy,David Karr,Metro-Goldwyn-Mayer,John McSweeney,Walter Bernstein,Hal Schaefer
199237,Paddleton,2019,Kadeem Hardison,United States of America,Alexandre Lehmann,Mel Eslyn,Netflix,Christopher Donlon,Mark Duplass,Julian Wass
199307,Greta,2019,Chloë Grace Moretz,Republic of Ireland,Neil Jordan,Lawrence Bender,Focus Features,Nick Emerson,Neil Jordan,Javier Navarrete
199364,The Mass Is Ended,1985,Nanni Moretti,Italy,Nanni Moretti,Achille Manzotti,Titanus,Mirco Garrone,Nanni Moretti,Nicola Piovani
1994,Poltergeist,1982,Beatrice Straight,United States of America,Tobe Hooper,Steven Spielberg,Metro-Goldwyn-Mayer,Michael Kahn,Steven Spielberg,Jerry Goldsmith
199470,The Wolf's Call,2019,Omar Sy,France,Antonin Baudry,Jérôme Seydoux,Pathé,Saar Klein,Antonin Baudry,Tomandandy
199476,The Boy Who Harnessed the Wind,2019,Chiwetel Ejiofor,United Kingdom,Chiwetel Ejiofor,Andrea Calderwood,Netflix,Valerio Bonelli,Chiwetel Ejiofor,Antonio Pinto
199494,Brats,1930,Stan Laurel,United States of America,James Parrott,Hal Roach,Metro-Goldwyn-Mayer,Richard C. Currier,Hal Roach,Leroy Shield
1995,Poltergeist II: The Other Side,1986,Heather O'Rourke,United States of America,Brian Gibson,Mark Victor,Metro-Goldwyn-Mayer,Thom Noble,Mark Victor,Jerry Goldsmith
199516,Kiss the Blood Off My Hands,1948,Joan Fontaine,United States of America,Norman Foster,Richard Vernon,Universal Pictures,Milton Carruth,Ben Maddow,Miklós Rózsa
199634,Miami Supercops,1985,Bud Spencer,Italy,Bruno Corbucci,Josi W. Konski,Netflix,Daniele Alabiso,Luciano Vincenzoni,La Bionda
199660,Anna of Brooklyn,1958,Vittorio De Sica,France,Vittorio De Sica,Milko Škofič,Columbia Pictures,Eraldo Da Roma,Joseph Stefano,Alessandro Cicognini
1997,The Exorcist,1973,Rudolf Schündler,United States of America,William Friedkin,William Peter Blatty,Netflix,Bud S. Smith,William Peter Blatty,Steve Boeddeker
199758,We'll Take Care of the Teachers,1970,Balduin Baas,Germany,Harald Reinl,Franz Seitz Jr.,Constantin Film,Hermann Haller,Franz Seitz Jr.,Rolf Alexander Wilhelm
1998,Exorcist II: The Heretic,1977,Ned Beatty,United States of America,John Boorman,John Boorman,Warner Bros.,Tom Priestley,John Boorman,Ennio Morricone
199910,The Professor and the Madman,2019,Mel Gibson,Republic of Ireland,Farhad Safinia,Nicolas Chartier,ADS Service,John Gilbert,Farhad Safinia,Bear McCreary
199964,By the Grace of God,2019,Josiane Balasko,Belgium,François Ozon,Nicolas Altmayer,Mars Films,Laure Gardette,François Ozon,Evgueni Galperine
199966,System Crasher,2019,Maryam Zaree,Germany,Nora Fingscheidt,Peter Hartwig,Mozinet,Julia Kovalenko,Nora Fingscheidt,John Gürtler
199974,Hotel Mumbai,2019,Armie Hammer,United States of America,Anthony Maras,Basil Iwanyk,Icon Productions,Anthony Maras,John Collee,Hauschka
2,Jumanji,1995,Kirsten Dunst,United States of America,Joe Johnston,Kathleen Kennedy,Netflix,Robert Dalva,Chris Van Allsburg,James Horner
20,Money Train,1995,Flex Alexander,United States of America,Joseph Ruben,Jon Peters,InterCom,George Bowers,Doug Richardson,Mark Mancina
2000,Lethal Weapon,1987,Mel Gibson,United States of America,Richard Donner,Richard Donner,Netflix,Stuart Baird,Shane Black,Michael Kamen
200018,4D Man,1959,Robert Lansing,United States of America,Irvin Yeaworth,Jack H. Harris,Universal Pictures,William B. Murphy,Jack H. Harris,Ralph Carmichael
200042,The Mustang,2019,Bruce Dern,United States of America,Sebastian de Clermont-Tonnerre,Alain Goldman,Focus Features,Géraldine Mangenot,Mona Fastvold,Jed Kurzel
200094,The Atomic City,1952,Gene Barry,United States of America,Jerry Hopper,Joseph Sistrom,Paramount Pictures,Archie Marshek,Sydney Boehm,Leith Stevens
2001,Lethal Weapon 2,1989,Mel Gibson,United States of America,Richard Donner,Richard Donner,Netflix,Stuart Baird,Jeffrey Boam,Michael Kamen
200110,The Dirt,2019,Douglas Booth,United States of America,Jeff Tremaine,Julie Yorn,Netflix,Melissa Kent,Tom Kapinos,Paul Haslinger
200116,Türkisch für Anfänger,2012,Josefine Preuß,Germany,Bora Dağtekin,Christian Becker,Netflix,Charles Ladmiral,Bora Dağtekin,Heiko Maile
200170,Den bästa sommaren,2000,Cecilia Nilsson,Sweden,Ulf Malmros,Lars Jönsson,Film i Väst,Fredrik Abrahamsen,Lars Yngve Johansson,Dan Sundquist
2002,Lethal Weapon 3,1992,Joe Pesci,United States of America,Richard Donner,Joel Silver,Netflix,Robert Brown,Jeffrey Boam,Michael Kamen
200256,Dumbo,2019,Danny DeVito,United States of America,Tim Burton,Ehren Kruger,Walt Disney Studios Motion Pictures,Chris Lebenzon,Ehren Kruger,Danny Elfman
2003,Gremlins,1984,Steven Spielberg,United States of America,Joe Dante,Michael Finnell,Netflix,Tina Hirsch,Chris Columbus,Jerry Goldsmith
200306,Booksmart,2019,Jason Sudeikis,United States of America,Olivia Wilde,Megan Ellison,United Artists Corporation,Jamie Gross,Sarah Haskins,Dan the Automator
200322,The Hustle,2019,Anne Hathaway,United States of America,Chris Addison,Rebel Wilson,United Artists Corporation,Anthony Boys,Jac Schaeffer,Anne Dudley
200328,All the Bright Places,2019,Luke Wilson,United States of America,Brett Haley,Elle Fanning,Netflix,Suzy Elmiger,Jennifer Niven,Keegan DeWitt
200332,Rocketman,2019,Bryce Dallas Howard,Canada,Dexter Fletcher,Elton John,Paramount Pictures,Chris Dickens,Lee Hall,Matthew Margeson
200354,The Highwaymen,2019,Kevin Costner,United States of America,John Lee Hancock,Casey Silver,Netflix,Robert Frazen,John Fusco,Thomas Newman
2004,Gremlins 2: The New Batch,1990,Sylvester Stallone,United States of America,Joe Dante,Steven Spielberg,iTunes,Kent Beyda,Charles S. Haas,Jerry Goldsmith
200430,Clash of the Empires,2012,Christopher Judge,United States of America,Joseph J. Lawson,Paul Bales,Netflix,Rob Pallatina,Eric Forsberg,Chris Ridenhour
2005,The Goonies,1985,Josh Brolin,United States of America,Richard Donner,Richard Donner,Warner Bros.,Michael Kahn,Steven Spielberg,Dave Grusin
