ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
142212,Life,2015,Alessandra Mastronardi,"Canada, United States of America, United Kingdom, Germany, Australia",Anton Corbijn,Iain Canning,"Netflix, Cinedigm",Nick Fenton,Luke Davies,Owen Pallett
142238,Frau Müller muss weg!,2015,Justus von Dohnányi,Germany,Sönke Wortmann,Tom Spieß,Netflix,Martin Wolf,"Lutz Hübner, Oliver Ziegenbalg, Sarah Nemitz",Martin Todsharow
142302,Space Men,1960,Rik Van Nutter,Italy,Antonio Margheriti,Samuel Z. Arkoff,"Netflix, Titanus",Mario Serandrei,Ennio de Concini,Lelio Luttazzi
142342,Death Rage,1976,Yul Brynner,Italy,Antonio Margheriti,"Umberto Lenzi, Frank T. Caruso",Euro International Film,Mario Morra,Giacomo Furia,Guido De Angelis
142382,Agneepath,2012,Om Puri,India,Karan Malhotra,"Karan Johar, Hiroo Johar",Eros International,Akiv Ali,Ed Solomon,Ajay-Atul
142384,Cocktail,2012,Dimple Kapadia,India,Homi Adajania,"Saif Ali Khan, Dinesh Vijan",Eros International,A. Sreekar Prasad,Imtiaz Ali,Pritam Chakraborty
142386,The Assassin,2015,Jiang Wen,"People's Republic of China, Taiwan, Hong Kong",Hou Hsiao-Hsien,Liao Ching-sung,Netflix,Liao Ching-sung,"Hou Hsiao-Hsien, Chu Tien-wen",Lim Giong
142420,High-Rise,2015,Elisabeth Moss,United Kingdom,Ben Wheatley,Jeremy Thomas,"Netflix, StudioCanal",Ben Wheatley,"J. G. Ballard, Amy Jump",Clint Mansell
142422,The Night Before,2015,Miley Cyrus,United States of America,Jonathan Levine,Evan Goldberg,"Columbia Pictures, Netflix",Zene Baker,"Evan Goldberg, Jonathan Levine",Marco Beltrami
142428,Winter Meeting,1948,Jim Davis,United States of America,Bretaigne Windust,Henry Blanke,Warner Bros.,Owen Marks,Catherine Turney,Max Steiner
142436,First Spaceship on Venus,1960,Eduard von Winterstein,"German Democratic Republic, Polish People's Republic",Kurt Maetzig,Hans Mahlich,"Netflix, Progress Film",Lena Neumann,"Jan Fethke, Kurt Maetzig, Günter Reisch, Wolfgang Kohlhaase, Günther Rücker, Alexander Stenbock-Fermor",Andrzej Markowski
142448,Everest,2015,Josh Brolin,"United States of America, Iceland, United Kingdom",Baltasar Kormákur,Liza Chasin,"Universal Pictures, UIP-Dunafilm, Ellinika",Mick Audsley,"William Nicholson, Simon Beaufoy",Dario Marianelli
142456,The Brand New Testament,2015,Benoît Poelvoorde,"Belgium, France, Luxembourg",Jaco Van Dormael,"Jaco Van Dormael, Daniel Marquet, Olivier Rausin","Vudu, I Wonder Pictures, Mozinet",Hervé de Luze,"Thomas Gunzig, Jaco Van Dormael",An Pierlé
142472,Kebab Connection,2004,Sibel Kekilli,"Turkey, Germany",Anno Saul,Stefan Schubert,"Universum Film AG, Netflix",Tobias Haas,"Ralph Schwingel, Fatih Akın, Anno Saul, Jan Berger, Ruth Toma",Marcel Barsotti
142482,Monster Hunt,2015,Elaine Jin,"People's Republic of China, Hong Kong",Raman Hui,"Yee Chung-Man, Alan Yuen, William Kong","Netflix, China Film Group Corporation",Cheung Ka-fai,Alan Yuen,Leon Ko
142488,Spotlight,2015,Mark Ruffalo,United States of America,Tom McCarthy,Blye Pagon Faust,"Hulu, InterCom, Netflix, Global Road Entertainment",Tom McArdle,"Tom McCarthy, Josh Singer",Howard Shore
142492,Son of Saul,2015,András Jeles,Hungary,László Nemes,"Gábor Rajna, Gábor Sipos","Netflix, Sony Pictures Classics, Mozinet",Matthieu Taponier,"László Nemes, Clara Royer",László Melis
1425,Fierce Creatures,1997,Kevin Kline,"United States of America, United Kingdom","Fred Schepisi, Robert Young","John Cleese, Michael Shamberg","Netflix, UIP-Dunafilm, Vudu",Robert Gibson,John Cleese,Jerry Goldsmith
142507,Pawn Sacrifice,2015,Evelyne Brochu,United States of America,Edward Zwick,Tobey Maguire,"Bleecker Street Cinemas, ADS Service",Steven Rosenblum,"Christopher Wilkinson, Steven Knight, Stephen J. Rivele",James Newton Howard
142509,Hardcore Henry,2015,Haley Bennett,"United States of America, Russia",Ilya Naishuller,Timur Bekmambetov,STX Entertainment,Steve Mirkovich,Ilya Naishuller,Dasha Charusha
142523,Carmen,1915,William Elmer,United States of America,Cecil B. DeMille,Jesse Louis Lasky,"Paramount Pictures, Netflix",Anne Bauchens,William Churchill deMille,Hugo Riesenfeld
142536,Burnt,2015,Daniel Brühl,United States of America,John Wells,"Stacey Sher, John Wells, Erwin Stoff","Netflix, Fórum Hungary, The Weinstein Company",Nick Moore,Steven Knight,Rob Simonsen
142602,Fack ju Göhte 2,2015,Elyas M'Barek,Germany,Bora Dağtekin,Lena Schömann,"Constantin Film, Netflix, Big Bang Media",Charles Ladmiral,Bora Dağtekin,Michael Beckmann
142761,The Miniver Story,1950,Greer Garson,United States of America,H. C. Potter,Sidney Franklin,Metro-Goldwyn-Mayer,Frank Clarke,"George Froeschel, Ronald Millar",Miklós Rózsa
142765,The Program,2015,Dustin Hoffman,"United Kingdom, France, United States of America",Stephen Frears,Tim Bevan,"Netflix, StudioCanal UK, ADS Service",Valerio Bonelli,John Hodge,Alex Heffes
142778,Trade Winds,1938,Joan Bennett,United States of America,Tay Garnett,"Tay Garnett, Walter Wanger",Scalera Film,Otho Lovering,"Dorothy Parker, Alan Campbell",Alfred Newman
142827,Alaipayuthey,2000,R. Madhavan,India,Mani Ratnam,G. Srinivasan,Ayngaran International,A. Sreekar Prasad,Mani Ratnam,A. R. Rahman
142829,The Dirty Picture,2011,Vidya Balan,India,Milan Luthria,"Ekta Kapoor, Shobha Kapoor","Netflix, Balaji Telefilms",Akiv Ali,Rajat Arora,Vishal–Shekhar
142839,Vaaranam Aayiram,2008,Saravana Kumar,India,Gautham Menon,Viswanathan Ravichandran,Cloud Nine Movies,Anthony,Gautham Menon,Harris Jayaraj
142857,1001 Grams,2014,Ane Dahl Torp,"Norway, France",Bent Hamer,Bent Hamer,"Netflix, Vertigo Média",Anders Refn,Bent Hamer,John Erik Kaada
142891,The Legend of Paul and Paula,1973,Hertha Thiele,German Democratic Republic,Heiner Carow,Erich Albrecht,"DEFA, Netflix",Evelyn Carow,"Ulrich Plenzdorf, Heiner Carow, Ingrid Reschke",Peter Gotthardt
142927,Sissi – Fateful Years of an Empress,1957,Walther Reyer,Austria,Ernst Marischka,Ernst Marischka,Netflix,Alfred Srp,Ernst Marischka,Anton Profes
142929,Sissi,1955,Josef Meinrad,Austria,Ernst Marischka,Ernst Marischka,Netflix,Alfred Srp,Ernst Marischka,Anton Profes
142943,Laserblast,1978,Roddy McDowall,United States of America,Michael Rae,Charles Band,Netflix,Jodie Copelan,Frank Ray Perilli,Richard Band
142961,Life Eternal,2015,Wolf Haas,"Germany, Austria",Wolfgang Murnberger,"Danny Krausz, Kurt Stocker",Netflix,Evi Romen,"Wolf Haas, Wolfgang Murnberger, Josef Hader",Sofa Surfers
142967,To New Shores,1937,Curd Jürgens,Germany,Douglas Sirk,Bruno Duday,Universum Film AG,Milo Harbich,Kurt Heuser,Ralph Benatzky
142969,Virgin Mountain,2015,Arnar Jónsson,"Denmark, Iceland",Dagur Kári,Baltasar Kormákur,Mozinet,"Andri Steinn, Olivier Bugge Coutté",Dagur Kári,Slowblow
142991,Mediterranea,2015,Leonardo D'Antoni,"United States of America, Italy, France, Germany, Qatar",Jonas Carpignano,Chris Columbus,Netflix,"Nico Leunen, Affonso Gonçalves",Jonas Carpignano,"Benh Zeitlin, Dan Romer"
143035,Minutemen,2008,Jason Dolley,United States of America,Lev L. Spiro,Don Schain,"Netflix, Disney–ABC Domestic Television, Disney+",Mark Conte,John Killoran,Nathan Wang
143152,Something to Shout About,1943,Cyd Charisse,United States of America,Gregory Ratoff,Gregory Ratoff,Columbia Pictures,Otto Meyer,Lou Breslow,John Leipold
143170,The Silk Express,1933,Neil Hamilton,United States of America,Ray Enright,Henry Blanke,Warner Bros.,Ralph Dawson,Houston Branch,Bernhard Kaun
1432,Metro,1997,Carmen Ejogo,United States of America,Thomas Carter,Roger Birnbaum,"Walt Disney Studios Motion Pictures, Netflix",Peter E. Berger,Randy Feldman,Steve Porcaro
143237,Freeheld,2015,Michael Shannon,United States of America,Peter Sollett,"Elliot Page, Stacey Sher, PayPal Mafia, Michael Shamberg, Richard Fischoff, James D. Stern, Cynthia Wade",Summit Entertainment,Andrew Mondshein,Ron Nyswaner,"Hans Zimmer, Johnny Marr"
143239,By the Sea,2015,Angelina Jolie,United States of America,Angelina Jolie,"Angelina Jolie, Brad Pitt","Universal Pictures, UIP-Dunafilm","Patricia Rommel, Martin Pensa",Angelina Jolie,Gabriel Yared
143263,Lucky Luciano,1973,Rod Steiger,"United States of America, Italy, France",Francesco Rosi,Franco Cristaldi,Titanus,Ruggero Mastroianni,"Francesco Rosi, Tonino Guerra, Lino Jannuzzi",Piero Piccioni
143271,Dheepan,2015,Joséphine de Meaux,France,Jacques Audiard,Pascal Caucheteux,"Netflix, Hulu, BiM Distribuzione, Cirko Film",Juliette Welfling,"Jacques Audiard, Noé Debré, Thomas Bidegain",Nicolás Jaar
143295,Un dollaro tra i denti,1967,Lars Bloch,"United States of America, Italy",Luigi Vanzi,"Allen Klein, Carlo Infascelli, Roberto Infascelli",Titanus,Maurizio Lucidi,Giuseppe Mangione,Benedetto Ghiglia
143317,The Cut,2014,Adam Bousdoukos,"Canada, Italy, Poland, Turkey, France, Russia, Germany",Fatih Akın,Fatih Akın,BiM Distribuzione,Andrew Bird,"Fatih Akın, Mardik Martin",Alexander Hacke
143319,The Jackpot,1950,James Stewart,United States of America,Walter Lang,Samuel G. Engel,20th Century Studios,"J. Watson Webb, Jr.",Henry Ephron,Lionel Newman
143345,Shazam!,2019,Mark Strong,United States of America,David F. Sandberg,Peter Safran,"Warner Bros., Netflix, InterCom",Michel Aller,Henry Gayden,Benjamin Wallfisch
143347,Aquaman,2018,Nicole Kidman,United States of America,James Wan,Peter Safran,"Netflix, InterCom, Warner Bros. Pictures",Kirk M. Morri,"David Leslie Johnson-McGoldrick, Will Beall",Rupert Gregson-Williams
143355,Wonder Woman,2017,Chris Pine,United States of America,Patty Jenkins,"Zack Snyder, Charles Roven, Deborah Snyder","Warner Bros., InterCom, Netflix",Martin Walsh,Allan Heinberg,Rupert Gregson-Williams
143363,Salt and Fire,2016,Werner Herzog,"United States of America, France, Germany",Werner Herzog,Michael Benaroya,XLrator Media,Joe Bini,Werner Herzog,Ernst Reijseger
143365,The Circle,2016,Tom Hanks,United States of America,James Ponsoldt,Gary Goetzman,"Big Bang Media, EuropaCorp",Lisa Lassek,"Dave Eggers, James Ponsoldt",Danny Elfman
143367,Silence,2016,Sabu,"Japan, United States of America, Italy, Mexico, United Kingdom, Taiwan",Martin Scorsese,Barbara De Fina,"Hulu, Paramount Pictures",Thelma Schoonmaker,"Jay Cocks, Martin Scorsese",Howard Shore
143383,Nanga Parbat,2010,Matthias Habich,Germany,Joseph Vilsmaier,Joseph Vilsmaier,Netflix,Sandy Saffeels,Reinhard Klooss,Gustavo Santaolalla
143385,Bridge of Spies,2015,Tom Hanks,"United States of America, India, Germany",Steven Spielberg,Steven Spielberg,"InterCom, 20th Century Studios, Netflix",Michael Kahn,"Ethan Coen, Joel Coen, Matt Charman",Thomas Newman
143387,Pitch Perfect 3,2017,DJ Khaled,United States of America,Trish Sie,Elizabeth Banks,"Universal Pictures, UIP-Dunafilm",Craig Alpert,Kay Cannon,John Debney
143404,A Tale of Love and Darkness,2015,Natalie Portman,Israel,Natalie Portman,Ram Bergman,Focus Features,Andrew Mondshein,Natalie Portman,Nicholas Britell
143603,I'll Get By,1950,June Haver,United States of America,Richard Sale,William Perlberg,20th Century Studios,"J. Watson Webb, Jr.",Robert Ellis,Lionel Newman
143629,The Day of the Owl,1968,Tano Cimarosa,"Italy, France",Damiano Damiani,Luigi Carpentieri,Medusa Film,Nino Baragli,"Ugo Pirro, Damiano Damiani",Giovanni Fusco
143633,La strega in amore,1966,Richard Johnson,Italy,Damiano Damiani,Alfredo Bini,Netflix,Nino Baragli,"Damiano Damiani, Ugo Liberatore",Luis Bacalov
143653,Kokowääh 2,2013,Til Schweiger,Germany,Til Schweiger,Til Schweiger,"Warner Bros., Netflix",Constantin von Seld,Til Schweiger,Dirk Reichardt
143663,Mädchen in Uniform,1958,Lilli Palmer,"France, Germany",Géza von Radványi,Artur Brauner,"Netflix, Cineriz",Ira Oberberg,F. D. Andam,Peter Sandloff
143715,The Parole Officer,2001,Om Puri,United Kingdom,John Duigan,"Andrew Macdonald, Duncan Kenworthy","Netflix, DNA Films",David Freeman,Steve Coogan,Alex Heffes
143741,The Inheritance,1976,Anthony Quinn,Italy,Mauro Bolognini,Gianni Hecht Lucari,Netflix,Nino Baragli,Ugo Pirro,Ennio Morricone
143751,L'assoluto naturale,1969,Laurence Harvey,Italy,Mauro Bolognini,Laurence Harvey,Cineriz,Nino Baragli,"Mauro Bolognini, Ottavio Jemma, Vittorio Schiraldi",Ennio Morricone
143755,Bad Girls Don't Cry,1959,Rosanna Schiaffino,"Italy, France",Mauro Bolognini,Tonino Cervi,Euro International Film,Nino Baragli,"Pier Paolo Pasolini, Jacques-Laurent Bost",Piero Piccioni
143757,Il bell'Antonio,1960,Marcello Mastroianni,"Italy, France",Mauro Bolognini,"Alfredo Bini, Cino Del Duca",Cino Del Duca,Nino Baragli,Pier Paolo Pasolini,Piero Piccioni
143761,The Lovemakers,1961,Pietro Germi,"France, Italy",Mauro Bolognini,Alfredo Bini,Titanus,Nino Baragli,"Massimo Franciosa, Vasco Pratolini, Pasquale Festa Campanile",Piero Piccioni
143777,Dirty Weekend,1973,Marcello Mastroianni,"Italy, France",Dino Risi,Carlo Ponti,Cineriz,Alberto Gallitti,"Dino Risi, Bernardino Zapponi, Ruggero Maccari",Carlo Rustichelli
143799,The Priest's Wife,1970,Marcello Mastroianni,"France, Italy",Dino Risi,Carlo Ponti,Warner Bros.,Alberto Gallitti,"Bernardino Zapponi, Ruggero Maccari",Armando Trovaioli
1438,Dante's Peak,1997,Pierce Brosnan,United States of America,Roger Donaldson,Gale Anne Hurd,"Universal Pictures, Netflix",Conrad Buff IV,Leslie Bohem,"John Frizzell, James Newton Howard"
143803,In nome del popolo italiano,1971,Vittorio Gassman,Italy,Dino Risi,Edmondo Amati,Titanus,Alberto Gallitti,"Age & Scarpelli, Furio Scarpelli, Agenore Incrocci",Carlo Rustichelli
143811,Vacanze col gangster,1952,Bud Spencer,Italy,Dino Risi,Mario Cecchi Gori,Lux Film,Franco Fraticelli,"Dino Risi, Ennio de Concini",Mario Nascimbene
143827,March on Rome,1962,Vittorio Gassman,Italy,Dino Risi,Mario Cecchi Gori,Lux Film,Alberto Gallitti,"Furio Scarpelli, Ettore Scola, Agenore Incrocci, Ruggero Maccari, Ghigo De Chiara, Sandro Continenza",Marcello Giombini
143859,"Hail, Caesar!",2016,George Clooney,"United States of America, United Kingdom","Joel Coen, Ethan Coen","Eric Fellner, Tim Bevan, Joel Coen, Ethan Coen","Netflix, UIP-Dunafilm",Coen brothers,"Joel Coen, Ethan Coen",Carter Burwell
143963,"Elmer, the Great",1933,Joe E. Brown,United States of America,Mervyn LeRoy,Raymond Griffith,First National,Thomas Pratt,Ring Lardner,Leo F. Forbstein
143969,Look Who's Back,2015,Roberto Blanco,Germany,David Wnendt,"Christoph Müller, Lars Dittrich",Constantin Film,Hans Funck,"Ingrid Lausund, David Wnendt",Enis Rotthoff
143998,Gone,2006,Scott Mechlowicz,"United States of America, France, United Kingdom, Australia",Ringan Ledwidge,Nira Park,Netflix,Chris Dickens,Ringan Ledwidge,David Bridie
144088,Love and Anger,1969,Marco Bellocchio,"France, Italy","Carlo Lizzani, Pier Paolo Pasolini, Jean-Luc Godard, Marco Bellocchio, Bernardo Bertolucci",Carlo Lizzani,Netflix,Nino Baragli,"Carlo Lizzani, Pier Paolo Pasolini, Jean-Luc Godard, Marco Bellocchio, Bernardo Bertolucci",Giovanni Fusco
144092,Bandits in Milan,1968,Carlo Lizzani,Italy,Carlo Lizzani,Dino De Laurentiis,"Paramount Pictures, Netflix",Franco Fraticelli,"Carlo Lizzani, Arduino Maiuri, Massimo De Rita",Riz Ortolani
144094,Requiescant,1967,Pier Paolo Pasolini,"Italy, Germany",Carlo Lizzani,Carlo Lizzani,Cineriz,Franco Fraticelli,"Pier Paolo Pasolini, Armando Crispino, Adriano Bolzoni",Riz Ortolani
144202,Klatretøsen,2002,Anders W. Berthelsen,"Norway, Sweden, Denmark",Hans Fabian Wullenweber,Bo Christensen,"Netflix, Nimbus Film","Miriam Nørgaard, Mikkel E.G. Nielsen","Erlend Loe, Nikolaj Arcel",Magnus Dahlberg
144238,The Day the Rains Came,1959,Mario Adorf,Germany,Gerd Oswald,Artur Brauner,Bavaria Film,Heinz Haber,"Will Berthold, Heinz Oskar Wuttig",Martin Böttcher
144240,Screaming Mimi,1958,Anita Ekberg,United States of America,Gerd Oswald,"Harry Joe Brown, Robert Fellows",Columbia Pictures,Gene Havlick,Robert Blees,Mischa Bakaleinikoff
144362,The Unjust,2010,Ryu Seung-beom,South Korea,Ryu Seung-wan,Ryu Seung-wan,CJ Entertainment,Kim Sang-bum,Park Hoon-jung,Jo Yeong-wook
1444,Guantanamera,1994,José Ángel Espinoza,"Germany, Cuba, Dominican Republic, Spain","Juan Carlos Tabío, Tomás Gutiérrez Alea",Gerardo Herrero,Netflix,Carmen Frías,"Eliseo Alberto, Juan Carlos Tabío, Tomás Gutiérrez Alea",José Nieto
144416,Solstice,2008,Hilarie Burton,United States of America,Daniel Myrick,Mason Novick,"The Weinstein Company, Netflix",Mathilde Bonnefoy,Daniel Myrick,Jane Antonia Cornish
144426,Clockstoppers,2002,Michael Biehn,United States of America,Jonathan Frakes,Gale Anne Hurd,"Paramount Pictures, Netflix, Vudu",Peter E. Berger,"David N. Weiss, J. David Stem, Rob Hedden",Jamshied Sharifi
144436,House of Fury,2005,Daniel Wu,Hong Kong,"Yuen Woo-ping, Stephen Fung","Jackie Chan, Willie Chan","Netflix, Emperor Group",Cheung Ka-fai,Stephen Fung,Peter Kam
144530,Overheard,2009,Louis Koo,Hong Kong,"Alan Mak, Felix Chong",Derek Yee,Netflix,Kwong Chi-Leung,"Alan Mak, Felix Chong",Chan Kwong-wing
144578,Motorway,2012,Shawn Yue,Hong Kong,Cheang Pou-soi,Johnnie To,Wildside,David M. Richardson,Szeto Kam-Yuen,Alex Gopher
1446,Kolya,1996,Zdeněk Svěrák,"France, Czech Republic, United Kingdom",Jan Svěrák,"Jan Svěrák, Eric Abraham",iTunes,Alois Fišárek,"Zdeněk Svěrák, Pavel Taussig",Ondřej Soukup
144604,Running Out of Time 2,2001,Kelly Lin,Hong Kong,"Johnnie To, Law Wing-cheung",Johnnie To,China Star Entertainment Group,Law Wing-cheung,Yau Nai-Hoi,Raymond Wong Ying-wah
144606,Confessions of a Dangerous Mind,2002,Brad Pitt,"United States of America, Canada, Germany",George Clooney,Andrew Lazar,"Miramax, Netflix",Stephen Mirrione,Charlie Kaufman,Alex Wurman
144620,Goosebumps,2015,Amy Ryan,"United States of America, Australia",Rob Letterman,"Neal H. Moritz, Deborah Forte","Columbia Pictures, Netflix, InterCom",Jim May,Scott Alexander,Danny Elfman
144664,Windstorm,2013,Cornelia Froboess,Germany,Katja von Garnier,"Andreas Ulmke-Smeaton, Ewa Karlström","iTunes, Disney+",Dirk Grau,"Lea Schmidbauer, Kristina Magdalena Hen",Annette Focks
144788,The Soldier and the Lady,1937,Edward Brophy,United States of America,"George Nicholls, Jr.",Pandro S. Berman,RKO Pictures,Frederic Knudtson,Mortimer Offner,Nathaniel Shilkret
144842,The Blue Veil,1951,Jane Wyman,United States of America,Curtis Bernhardt,"Norman Krasna, Jerry Wald",RKO Pictures,George Amy,Norman Corwin,Franz Waxman
144922,Massacre in Rome,1973,Marcello Mastroianni,"Italy, France",George P. Cosmatos,Carlo Ponti,Netflix,Françoise Bonnot,"George P. Cosmatos, Robert Katz",Ennio Morricone
144928,El analfabeto,1961,Cantinflas,Mexico,Miguel M. Delgado,Jacques Gelman,Columbia Pictures,Jorge Bustos,Jaimec,Manuel Esperón
145,Bad Boys,1995,Will Smith,United States of America,Michael Bay,"Jerry Bruckheimer, Don Simpson","Columbia Pictures, Netflix",Christian Wagner,"Jim Mulholland, George Gallo, Doug Richardson",Mark Mancina
145030,The 33,2015,Cote de Pablo,"United States of America, Chile, Colombia",Patricia Riggen,Mike Medavoy,"Warner Bros., Netflix",Michael Tronick,"José Rivera, Craig Borten, Michael Thomas",James Horner
145064,Suburra,2015,Alessandro Borghi,Italy,Stefano Sollima,Riccardo Tozzi,01 Distribution,Patrizio Marone,"Giancarlo De Cataldo, Sandro Petraglia, Stefano Rulli",M83
145230,Crescendo,1970,Stefanie Powers,United Kingdom,Alan Gibson,Michael Carreras,Warner Bros.-Seven Arts,Chris Barnes,Alfred Shaughnessy,Malcolm Williamson
1453,The Beautician and the Beast,1997,Timothy Dalton,United States of America,Ken Kwapis,"Fran Drescher, Todd Graff","Paramount Pictures, Netflix",Jon Poll,Todd Graff,Cliff Eidelman
145307,Strictly Business,1991,Samuel L. Jackson,United States of America,Kevin Hooks,Andre Harrell,"Warner Bros., Netflix",Richard Nord,Nelson George,Michel Colombier
145309,The Battle at Apache Pass,1952,James Best,United States of America,George Sherman,Leonard Goldstein,"Universal Pictures, Netflix",Ted J. Kent,Gerald Drayson Adams,Hans J. Salter
145317,The Family Secret,1951,Lee J. Cobb,United States of America,Henry Levin,Robert Lord,Columbia Pictures,Al Clark,"Francis Cockrell, Andrew P. Solt",George Duning
145322,The Trail of '98,1928,Jacques Tourneur,United States of America,Clarence Brown,Clarence Brown,Metro-Goldwyn-Mayer,George Hively,"Benjamin Glazer, Joseph Farnham",William Axt
145326,Uncertain Glory,1944,Errol Flynn,United States of America,Raoul Walsh,Robert Buckner,"Warner Bros., Netflix",George Amy,"Joe May, Frederick Schiller Faust",Adolph Deutsch
145333,Where the Spies Are,1966,Eric Pohlmann,"United States of America, United Kingdom",Val Guest,Steven Pallos,Metro-Goldwyn-Mayer,Bill Lenny,"James Leasor, Wolf Mankowitz",Mario Nascimbene
145360,Camping del Terrore,1987,Mimsy Farmer,"United States of America, Italy",Ruggero Deodato,Ruggero Deodato,Titanus,Mario Morra,"Alessandro Capone, Dardano Sacchetti, Luca D'Alisera",Claudio Simonetti
145364,Concorde Affaire '79,1979,Joseph Cotten,Italy,Ruggero Deodato,Mino Loy,Medusa Film,Eugenio Alabiso,Ernesto Gastaldi,Stelvio Cipriani
145394,I Vampiri,1957,Paul Müller,Italy,"Mario Bava, Riccardo Freda",Luigi Carpentieri,"Titanus, Netflix",Roberto Cinquini,"Riccardo Freda, Piero Regnoli","Roman Vlad, Franco Mannino"
145408,Identikit,1974,Andy Warhol,Italy,Giuseppe Patroni Griffi,Franco Rossellini,"Netflix, Cineriz",Franco Arcalli,"Muriel Spark, Raffaele La Capria, Giuseppe Patroni Griffi",Franco Mannino
145414,Metti una sera a cena,1969,Helmut Berger,Italy,Giuseppe Patroni Griffi,Marina Cicogna,Euro International Film,Franco Arcalli,"Dario Argento, Giuseppe Patroni Griffi, Carlo Carunchio",Ennio Morricone
145416,The Divine Nymph,1979,Tina Aumont,Italy,Giuseppe Patroni Griffi,"Luigi Scattini, Mario Ferrari",Titanus,Roberto Perpignani,Giuseppe Patroni Griffi,"Ennio Morricone, Cesare Andrea Bixio"
145418,Trumbo,2015,Laurence Olivier,United States of America,Jay Roach,Michael London,"Netflix, Bleecker Street",Alan Baumgarten,John McNamara,Theodore Shapiro
145430,Find a Place to Die,1968,Jeffrey Hunter,Italy,"Giuliano Carnimeo, Hugo Fregonese",Hugo Fregonese,Netflix,Ornella Micheli,"Giuliano Carnimeo, Hugo Fregonese, Leonardo Benvenuti, Lamberto Benvenuti",Gianni Ferrio
145446,Poker in Bed,1974,Edwige Fenech,Italy,Giuliano Carnimeo,Luciano Martino,Medusa Film,Eugenio Alabiso,"Carlo Giuffré, Tito Carpi, Francesco Milizia",Alessandro Alessandroni
145448,Convoy Buddies,1975,Nello Pazzafini,Italy,Giuliano Carnimeo,Giuliano Carnimeo,Edizioni San Paolo,Luis Walter Alvarez,Tulio Demicheli,Guido De Angelis
145498,Maatrabhoomi,2003,Tulip Joshi,India,Manish Jha,Patrick Sobelman,Netflix,"Shirish Kunder, Ashmith Kunder",Manish Jha,Salim-Sulaiman
145558,Massacre Time,1966,George Hilton,Italy,Lucio Fulci,Oreste Coltellacci,Netflix,Ornella Micheli,Fernando Di Leo,Lallo Gori
145620,Maciste alla corte del Gran Khan,1961,Yoko Tani,"Italy, France",Riccardo Freda,Ermanno Donati,"American International Pictures, Netflix",Ornella Micheli,"Duccio Tessari, Oreste Biancoli",Carlo Innocenzi
145638,Les Misérables,1948,Gino Cervi,Italy,Riccardo Freda,Carlo Ponti,Lux Film,Otello Colangeli,"Mario Monicelli, Stefano Vanzina, Riccardo Freda, Vittorio Nino Novarese",Alessandro Cicognini
145640,Black Eagle,1946,Gino Cervi,Italy,Riccardo Freda,Dino De Laurentiis,Lux Film,Otello Colangeli,"Mario Monicelli, Stefano Vanzina, Federico Fellini, Riccardo Freda",Franco Casavola
145680,Johnny West il mancino,1965,Dada Gallotti,"Spain, Italy, France",Gianfranco Parolini,Giuseppe Fatigati,Titanus,Edmondo Lozzi,Giovanni Simonelli,Angelo Francesco Lavagnino
145700,The Day the Sky Exploded,1958,Paul Hubschmid,"France, Italy",Paolo Heusch,Guido Giambartolomei,Netflix,Otello Colangeli,Sandro Continenza,Carlo Rustichelli
1458,Touch,1997,Christopher Walken,United States of America,Paul Schrader,Elmore Leonard,"United Artists Corporation, Netflix",Cara Silverman,Paul Schrader,Dave Grohl
145839,Concussion,2015,Adewale Akinnuoye-Agbaje,"United States of America, United Kingdom, Australia",Peter Landesman,Ridley Scott,"Columbia Pictures, Netflix",William Goldenberg,Peter Landesman,James Newton Howard
1459,Absolute Power,1997,Clint Eastwood,United States of America,Clint Eastwood,Clint Eastwood,"Columbia Pictures, Netflix",Joel Cox,William Goldman,Lennie Niehaus
145913,Prince of Players,1955,Richard Burton,United States of America,Philip Dunne,Philip Dunne,20th Century Studios,Dorothy Spencer,Moss Hart,Bernard Herrmann
145953,King of the Gypsies,1978,Susan Sarandon,United States of America,Frank Pierson,Dino De Laurentiis,"Netflix, Paramount Pictures",Paul Hirsch,"Peter Maas, Frank Pierson",David Grisman
145976,Living It Up,1954,Walter Baldwin,United States of America,Norman Taurog,Paul Jones,"Netflix, Paramount Pictures",Archie Marshek,"Melville Shavelson, Jack Rose, Ben Hecht",Walter Scharf
1460,That Darn Cat,1997,Dyan Cannon,United States of America,Bob Spiers,Robert Simonds,"Netflix, Walt Disney Studios Motion Pictures, Disney+",Roger Barton,"Bill Walsh, Scott Alexander, Larry Karaszewski",Richard Gibbs
146066,Lai Bhaari,2014,Riteish Deshmukh,India,Nishikant Kamat,Genelia D'Souza,Zee Talkies,Aarif Sheikh,Ritesh Shah,Ajay-Atul
146114,Mera Naam Joker,1972,Raj Kapoor,India,Raj Kapoor,Raj Kapoor,"Netflix, R. K. Films",Raj Kapoor,Khwaja Ahmad Abbas,Shankar–Jaikishan
146164,Maine Pyar Kiya,1989,Salman Khan,India,Sooraj R. Barjatya,Tarachand Barjatya,"Netflix, Rajshri Productions",Mukhtar Ahmed,Sooraj R. Barjatya,Raam Laxman
146194,The Lady in Question,1940,Rita Hayworth,United States of America,Charles Vidor,B. B. Kahane,Columbia Pictures,Al Clark,Marcel Achard,Lucien Moraweck
